psraid,state,community,region,registered,oftvote,vote,sex,age,educ,racethn,marital,parent,income,party
102306,45,S,3,1,1,1,2,63,8,1,3,2,8,3
102309,42,R,1,2, ,2,2,99,6,1, , , ,9
102312,29,R,2,1,2,2,1,64,6,1,1,2,6,1
102316,45,S,3,1,1,1,1,86,8,1,5,2,5,2
102318,19,S,2,1,2,1,1,66,5,1,5,1,4,2
102319,26,S,2,1,2,9,2,80,8,9,1,2,10,9
102321,37,U,3,1,1,1,2,72,4,2,5,2,2,2
102322,40,R,3,1,2,2,2,68,6,1,1,2,7,3
102326,39,S,2,1,1,2,2,83,3,1,1,2,5,9
102329,56,R,4,1,2,2,2,35,3,1,1,1,6,1
102338,48,U,3,1,4,1,1,32,6,3,1,1,4,3
102340,17,R,2,1,1,2,1,70,3,2,3,2,6,1
102345,36,S,1,2, ,2,1,33,3,1, , , ,4
102349,35,R,4,1,1,2,2,70,4,1,1,2,10,1
102352,17,U,2,1,1,1,2,40,8,1,1,1,9,2
102353,35,U,4,1,2,2,2,68,3,1,1,2,4,1
102356,5,U,3,1,1,2,1,37,6,1,1,1,9,3
102358,30,S,4,1,2,2,1,72,6,1,3,2,8,1
102359,25,S,1,1,1,1,1,68,5,1,6,2,6,3
102364,24,S,3,1,1,1,1,66,8,1,1,2,10,2
102365,35,U,4,1,3,2,2,61,7,3,1,2,9,1
102368,54,S,3,1,1,2,2,66,3,1,1,2,4,2
102377,51,R,3,1,1,1,2,25,4,2,3,1,2,2
102381,21,U,3,1,1,2,2,72,6,1,1,2,6,1
102391,51,S,3,1,1,9,1,99,6,4,1,2,1,9
102406,24,S,3,1,1,2,1,81,4,1,5,2,3,2
102410,19,S,2,2, ,1,1,21,3,1, , , ,3
102419,37,R,3,1,2,2,2,46,6,1,1,1,6,1
102420,37,R,3,1,2,3,2,46,5,4,3,2,2,1
102428,12,U,3,1,1,1,2,59,6,2,3,2,2,2
102434,20,S,2,1,1,1,1,81,6,1,1,2,6,2
102437,51,R,3,1,2,2,2,47,3,1,1,1,7,1
102438,13,S,3,1,2,3,2,50,3,1,1,2,4,1
102445,5,R,3,1,2,1,1,83,1,9,5,2,1,2
102446,21,U,3,1,1,9,2,82,3,1,5,2,2,1
102453,36,S,1,1,2,1,2,57,4,2,1,2,10,2
102462,17,U,2,1,1,1,2,60,6,1,3,2,6,2
102470,35,U,4,1,1,1,1,77,7,1,1,2,6,2
102472,22,S,3,2, ,2,2,70,2,1, , , ,3
102473,42,S,1,1,2,1,2,73,4,1,1,2,6,3
102474,28,R,3,1,1,9,2,20,3,1,6,2,10,1
102478,42,R,1,1,2,2,1,55,5,1,1,2,10,3
102486,48,S,3,1,1,2,2,68,1,1,5,2,10,1
102487,37,S,3,1,1,1,1,53,5,1,2,2,2,2
102489,10,S,3,2, ,1,2,30,8,9, , , ,2
102492,12,S,3,2, ,1,2,48,3,1, , , ,2
102493,1,S,3,1,2,2,1,59,8,1,3,2,7,3
102500,26,R,2,1,2,1,2,74,3,1,1,2,3,2
102506,8,U,4,2, ,1,2,76,3,1, , , ,2
102510,45,S,3,1,2,1,2,73,3,2,1,2,2,2
102519,27,S,2,1,1,2,2,52,5,1,1,2,5,2
102522,38,R,2,1,1,1,2,76,4,1,5,2,2,2
102524,48,U,3,1,1,1,2,71,2,3,5,2,10,2
102530,48,R,3,2, ,9,2,73,9,1, , , ,4
102531,56,R,4,1,1,1,2,48,8,1,6,2,6,2
102533,47,S,3,1,1,2,1,88,8,1,5,2,6,1
102537,27,S,2,1,2,1,2,86,2,1,5,2,3,2
102547,17,R,2,1,1,2,2,86,3,1,1,2,10,1
102553,56,R,4,1,2,1,1,89,3,9,1,2,5,2
102562,55,R,2,1,1,2,1,62,3,1,1,2,6,3
102564,42,R,1,1,1,1,2,79,3,1,1,2,10,2
102566,37,S,3,1,1,1,2,85,4,1,5,2,2,2
102569,30,R,4,1,2,1,1,64,3,1,1,2,6,2
102570,18,R,2,1,1,2,2,64,3,1,1,2,10,1
102571,47,S,3,1,3,1,2,68,3,1,1,2,2,2
102572,18,U,2,1,1,1,2,73,4,1,3,2,3,3
102577,5,S,3,1,1,1,1,31,6,1,1,1,5,3
102585,36,S,1,1,1,1,2,70,6,1,1,2,6,2
102587,47,S,3,1,1,2,2,50,3,1,1,2,3,1
102591,29,R,2,1,1,1,1,62,6,1,1,2,6,3
102592,51,S,3,1,1,1,2,28,4,3,2,2,3,2
102597,10,S,3,1,2,1,1,41,4,1,1,1,5,2
102598,8,S,4,1,1,1,1,69,8,1,1,2,6,3
102600,17,S,2,2, ,1,1,59,3,1, , , ,2
102604,36,R,1,1,2,1,2,55,3,1,1,2,6,3
102605,17,U,2,1,1,1,1,80,8,1,1,2,8,2
102608,29,R,2,1,1,2,2,75,3,1,1,2,4,1
102609,27,S,2,1,1,2,1,30,4,4,2,1,8,1
102611,26,S,2,1,1,1,2,86,4,1,5,2,2,2
102621,35,R,4,1,1,2,2,55,4,1,3,2,4,1
102625,42,S,1,1,1,1,1,31,6,1,1,2,7,2
102635,21,U,3,1,1,2,2,63,8,1,1,2,7,1
102636,45,S,3,1,3,2,2,37,3,1,4,1,3,1
102644,10,S,3,1,2,2,2,38,4,1,1,1,6,3
102650,36,U,1,1,1,1,2,61,7,2,3,2,6,2
102651,4,U,4,1,1,1,2,73,8,1,6,2,1,2
102653,4,U,4,1,1,1,1,80,6,1,1,2,6,2
102657,4,U,4,1,1,1,2,72,4,1,3,2,2,2
102659,6,S,4,1,1,9,2,90,3,1,5,2,4,3
102678,34,S,1,1,1,1,2,49,7,1,1,1,10,4
102683,29,R,2,1,1,2,2,59,5,2,1,2,10,1
102689,19,S,2,1,1,2,2,72,3,1,3,2,3,1
102692,18,R,2,1,5,2,2,50,5,1,1,2,6,1
102693,6,S,4,1,1,1,2,40,3,3,6,1,1,2
102696,18,R,2,2, ,2,1,68,3,1, , , ,1
102709,28,R,3,1,1,9,2,55,6,4,1,2,10,9
102724,48,S,3,1,1,1,2,64,4,1,3,2,4,2
102733,39,R,2,1,1,1,2,67,3,1,5,2,3,3
102734,6,S,4,1,2,1,1,31,6,3,6,2,3,3
102739,45,R,3,1,1,2,1,78,8,1,5,2,8,3
102745,54,R,3,1,1,1,2,51,3,1,1,2,1,2
102750,17,S,2,1,1,2,2,64,8,1,6,2,10,1
102759,37,U,3,1,2,3,2,49,6,1,1,2,10,3
102761,21,R,3,1,1,1,2,64,5,1,2,2,4,2
102762,34,U,1,1,4,1,2,19,3,3,6,2,1,3
102769,36,S,1,1,2,1,2,61,3,1,5,2,2,3
102770,9,S,1,1,1,1,1,80,3,1,1,2,10,3
102771,36,U,1,1,2,1,2,49,5,1,6,2,7,3
102772,39,U,2,1,3,2,2,40,8,1,1,2,2,1
102773,36,S,1,1,2,1,2,51,5,1,3,1,6,2
102776,37,S,3,1,1,2,2,92,3,1,5,2,1,1
102779,36,U,1,1,1,1,2,68,6,4,5,2,6,2
102780,36,U,1,1,3,3,1,39,8,1,6,2,2,3
102785,24,S,3,1,1,1,2,45,8,2,1,1,9,2
102788,36,S,1,1,2,2,1,65,3,1,1,2,5,1
102789,26,U,2,1,1,1,2,74,3,1,3,2,10,3
102792,42,S,1,1,1,1,2,80,2,1,1,2,10,2
102798,34,S,1,1,1,2,2,73,4,1,1,2,6,1
102800,25,S,1,1,1,1,1,59,8,1,1,2,8,2
102803,13,U,3,1,1,1,2,67,8,2,1,2,10,2
102810,51,S,3,1,1,2,2,65,6,1,1,2,10,4
102812,25,S,1,1,1,1,1,46,8,1,2,2,8,2
102823,34,S,1,1,3,1,1,18,2,3,6,2,10,3
102827,39,S,2,1,2,1,2,87,5,1,5,2,1,2
102839,34,S,1,2, ,1,1,36,3,3, , , ,3
102840,42,R,1,2, ,1,1,62,2,1, , , ,2
102847,18,U,2,1,2,1,2,44,5,1,3,1,2,1
102849,42,S,1,1,1,2,1,65,6,1,1,2,8,1
102853,36,S,1,1,1,3,2,67,5,9,1,2,10,3
102862,26,R,2,1,3,1,2,72,3,1,1,2,10,2
102872,37,U,3,1,1,1,2,54,8,1,3,2,6,2
102874,42,R,1,2, ,2,2,77,3,1, , , ,1
102883,45,S,3,1,1,1,2,74,6,1,1,2,8,2
102887,26,S,2,1,1,2,2,63,6,1,1,2,8,3
102888,51,R,3,1,1,9,2,58,3,4,1,2,3,3
102892,10,S,3,1,1,2,2,64,4,4,3,1,3,3
102894,37,R,3,2, ,1,2,21,3,1, , , ,3
102895,42,R,1,1,1,2,2,88,3,1,5,2,2,1
102896,25,U,1,1,2,1,2,65,4,1,1,2,2,3
102897,51,S,3,1,1,2,2,45,4,1,1,2,7,3
102910,37,S,3,1,1,2,2,68,3,1,5,2,3,1
102911,37,U,3,1,2,1,2,65,6,1,1,2,1,3
102927,9,S,1,1,1,1,2,68,8,1,1,2,9,3
102932,13,R,3,1,1,1,2,53,5,2,1,2,3,2
102938,18,R,2,1,1,1,1,70,5,1,5,2,4,2
102941,37,R,3,2, ,1,2,83,1,1, , , ,3
102951,26,U,2,1,1,2,2,57,4,1,2,2,8,1
102955,25,U,1,1,1,9,1,80,3,1,1,2,3,3
102961,33,U,1,1,2,1,2,99,8,1,1,2,8,3
102964,26,S,2,1,2,2,2,42,6,1,1,1,8,1
102968,51,S,3,1,1,1,2,64,4,1,1,2,6,3
102974,37,R,3,1,1,2,2,55,4,1,1,2,10,1
102976,37,S,3,1,3,1,2,47,1,3,5,1,2,2
102979,37,S,3,1,1,2,1,30,4,1,6,2,5,1
102986,36,S,1,2, ,1,2,70,3,1, , , ,2
102991,37,S,3,1,9,2,2,78,3,1,5,2,10,1
103001,24,U,3,1,9,1,1,57,4,1,1,2,6,3
103004,26,S,2,1,2,2,2,88,4,1,1,2,6,1
103016,25,S,1,1,1,2,2,65,4,1,1,2,7,3
103020,44,U,1,2, ,2,2,34,6,3, , , ,1
103036,25,S,1,1,1,1,2,57,8,1,1,2,9,2
103037,45,R,3,1,1,1,2,88,4,1,5,2,10,2
103038,34,S,1,1,1,2,1,68,8,1,1,2,6,3
103039,42,R,1,1,5,2,2,21,4,1,6,2,5,2
103044,51,S,3,1,1,1,1,34,8,1,1,1,8,3
103063,25,U,1,2, ,1,2,80,6,1, , , ,2
103068,37,S,3,1,2,1,1,68,4,1,1,2,6,2
103078,51,S,3,1,1,1,1,80,8,1,1,2,10,2
103080,39,S,2,1,1,2,2,71,6,1,1,2,10,1
103084,13,S,3,1,3,1,2,67,6,1,3,2,3,3
103094,39,R,2,1,1,2,2,50,6,1,1,1,7,1
103095,26,U,2,2, ,9,2,49,8,4, , , ,9
103109,18,R,2,2, ,2,1,53,3,1, , , ,3
103112,36,U,1,1,1,1,2,42,5,1,1,1,10,3
103130,12,S,3,1,1,2,2,72,5,1,1,2,6,1
103146,24,S,3,1,1,1,2,64,6,1,1,2,10,2
103147,39,S,2,1,1,9,2,53,8,1,1,2,7,3
103149,36,S,1,1,1,2,2,77,4,1,5,2,2,1
103156,12,S,3,1,1,2,2,49,4,1,3,1,3,1
103158,36,S,1,1,1,2,2,64,3,1,1,2,7,1
103159,23,U,1,1,2,3,2,69,4,1,1,2,4,2
103161,36,U,1,1,1,1,1,53,8,1,1,1,8,2
103169,26,U,2,1,1,9,2,79,3,2,1,2,10,2
103170,36,U,1,1,3,1,2,83,3,2,6,2,2,2
103173,37,S,3,1,1,2,1,60,6,1,1,2,7,5
103176,42,S,1,1,1,9,2,77,5,1,5,2,10,3
103183,13,R,3,1,1,1,1,40,6,2,1,1,6,2
103185,51,S,3,2, ,1,2,76,3,2, , , ,2
103193,36,R,1,1,1,1,1,61,6,1,1,2,6,2
103196,39,U,2,2, ,1,2,49,2,1, , , ,4
103206,13,R,3,2, ,1,1,84,9,4, , , ,2
103211,54,U,3,1,1,2,2,64,8,1,1,2,7,2
103220,25,S,1,2, ,1,2,39,4,1, , , ,2
103222,37,R,3,1,1,2,2,71,8,1,1,2,6,1
103229,36,S,1,1,1,2,2,75,8,1,5,2,10,1
103233,13,S,3,2, ,1,2,69,1,1, , , ,2
103234,6,S,4,1,1,1,1,27,6,3,6,2,8,2
103242,6,U,4,1,1,1,1,90,3,2,5,2,2,2
103244,18,U,2,1,1,1,1,71,4,1,6,2,5,3
103249,29,S,2,1,1,2,1,83,3,1,1,2,9,3
103258,35,R,4,1,1,1,2,71,3,3,1,2,1,2
103266,49,R,4,1,1,2,2,45,6,1,1,2,7,1
103268,48,S,3,2, ,1,2,37,5,4, , , ,2
103274,12,U,3,1,1,1,2,46,8,3,1,1,9,2
103290,18,U,2,1,1,1,2,65,4,1,6,2,2,2
103293,47,R,3,2, ,9,1,72,4,1, , , ,3
103306,5,R,3,1,1,2,1,52,8,1,1,2,8,1
103312,18,S,2,1,1,1,2,58,3,1,1,1,4,2
103316,20,R,2,1,1,9,2,99,9,9,9,9,10,9
103319,47,S,3,1,1,1,2,71,6,1,5,2,5,2
103324,48,U,3,1,1,2,1,60,5,9,6,2,5,1
103329,48,U,3,1,1,9,1,78,2,1,5,2,6,1
103332,40,R,3,1,1,1,2,23,4,1,6,1,3,2
103336,1,S,3,1,2,2,1,47,8,1,1,1,8,1
103339,19,U,2,1,4,2,1,47,4,1,6,2,2,3
103341,27,S,2,1,1,1,2,48,4,3,6,2,3,2
103343,28,R,3,1,1,2,1,72,6,1,1,2,6,1
103344,29,R,2,1,1,1,2,73,8,1,1,2,6,2
103346,55,R,2,1,1,2,2,72,4,1,1,1,5,1
103355,8,S,4,1,1,2,2,58,5,3,3,1,6,1
103362,29,U,2,1,2,2,2,68,1,1,5,2,3,1
103364,6,S,4,1,1,3,2,44,4,1,3,1,4,3
103367,8,U,4,1,1,1,2,35,6,2,2,2,4,2
103368,8,R,4,1,1,2,2,67,4,1,1,2,4,1
103370,49,U,4,1,2,1,1,48,8,1,2,1,7,2
103371,55,R,2,1,4,1,1,78,1,1,1,2,4,2
103380,6,S,4,1,1,1,2,83,4,1,5,2,7,2
103382,48,U,3,1,1,1,2,74,8,2,3,2,6,3
103393,48,S,3,1,2,2,1,50,8,1,3,1,8,3
103396,29,S,2,1,1,1,1,58,6,1,1,2,9,2
103398,38,U,2,1,1,1,2,87,1,1,5,2,2,2
103403,48,U,3,2, ,2,1,40,5,1, , , ,3
103413,19,R,2,1,2,1,2,50,5,1,1,1,6,1
103420,1,S,3,1,1,2,2,42,3,1,1,1,9,1
103423,48,S,3,1,2,1,2,34,6,2,1,1,4,3
103424,29,S,2,1,1,2,2,54,3,1,1,2,10,1
103427,19,R,2,1,2,2,2,59,4,1,1,2,7,1
103442,48,U,3,2, ,1,2,51,6,3, , , ,2
103444,29,S,2,1,1,9,1,56,5,1,3,2,6,9
103452,46,R,2,1,1,2,2,92,3,1,5,2,4,1
103453,17,U,2,1,1,2,1,34,8,1,1,1,9,3
103459,1,R,3,1,1,1,1,65,3,1,3,2,5,2
103463,47,U,3,1,1,9,2,62,8,9,1,2,10,3
103485,17,S,2,1,1,1,2,42,6,2,1,2,8,2
103495,21,R,3,2, ,2,2,40,5,1, , , ,3
103505,15,R,4,2, ,1,2,64,6,1, , , ,2
103511,2,S,4,1,1,1,2,59,8,1,3,2,3,2
103514,15,S,4,1,1,2,2,65,6,4,1,2,9,1
103516,2,U,4,1,1,2,1,51,4,1,6,2,5,3
103519,47,R,3,2, ,2,2,74,3,1, , , ,1
103524,4,S,4,2, ,1,1,63,2,2, , , ,2
103528,55,S,2,1,3,2,1,36,3,1,6,2,4,1
103529,4,U,4,1,1,2,1,52,6,1,1,1,8,1
103530,49,U,4,2, ,2,2,18,3,1, , , ,1
103532,6,U,4,1,1,2,1,86,3,1,5,2,5,1
103533,53,S,4,1,1,1,1,48,6,1,1,2,6,2
103534,6,U,4,2, ,3,1,25,4,3, , , ,3
103555,6,U,4,2, ,1,2,38,1,3, , , ,3
103559,6,S,4,2, ,9,2,18,3,4, , , ,4
103561,6,U,4,1,3,1,2,61,3,1,1,2,10,2
103564,41,U,4,1,1,1,1,63,8,1,1,1,9,2
103582,6,S,4,1,1,1,2,77,6,1,5,2,4,2
103587,6,S,4,1,1,2,2,50,4,9,6,2,1,3
103592,6,S,4,1,1,2,1,88,3,1,1,2,2,1
103595,6,S,4,2, ,1,1,20,2,3, , , ,2
103598,6,S,4,1,3,9,2,38,6,4,6,2,3,3
103608,6,S,4,2, ,2,1,19,4,4, , , ,1
103609,41,S,4,1,1,1,2,38,8,1,1,1,7,2
103619,41,R,4,1,2,9,2,68,3,1,1,2,2,3
103622,53,U,4,1,1,1,1,62,6,1,3,2,6,2
103625,6,R,4,1,1,2,1,70,6,4,5,2,3,3
103629,41,S,4,1,1,1,1,63,8,1,1,2,10,3
103630,6,S,4,1,1,2,2,55,3,1,1,2,10,1
103631,6,S,4,1,1,2,1,75,3,1,3,2,3,1
103650,6,U,4,1,1,1,2,56,6,1,3,1,10,2
103661,6,S,4,1,1,2,1,80,8,1,1,2,10,1
103666,6,U,4,1,3,1,2,45,6,1,1,2,10,3
103670,6,U,4,1,1,2,2,70,4,1,3,2,7,1
103679,6,S,4,1,1,1,2,61,3,1,5,2,3,2
103682,6,S,4,1,1,2,1,59,8,1,1,1,8,1
103695,6,S,4,1,1,2,1,50,6,1,1,1,7,1
103698,6,R,4,1,2,2,1,64,3,1,6,2,1,1
103702,53,U,4,1,1,1,2,49,6,1,1,1,10,3
103708,6,S,4,1,1,1,2,67,6,1,1,2,9,2
103715,53,U,4,1,1,1,2,59,8,1,1,2,5,2
103716,6,S,4,1,2,2,1,55,6,1,1,2,8,3
103726,6,S,4,1,2,1,2,70,6,1,3,2,10,2
103730,6,U,4,1,1,1,1,52,6,1,3,2,7,2
103731,6,S,4,1,1,1,2,43,5,3,1,1,7,2
103733,53,S,4,1,2,3,1,49,8,1,1,1,8,3
103734,6,R,4,1,1,2,2,68,3,9,1,2,10,1
103736,6,S,4,1,1,2,1,61,6,1,1,2,6,3
103754,47,R,3,1,2,2,1,58,5,4,1,2,2,1
103764,20,U,2,1,2,1,2,69,4,3,6,2,2,2
103767,48,R,3,1,4,2,2,80,2,1,5,2,2,1
103769,49,S,4,1,1,2,1,55,4,1,3,2,4,1
103774,48,U,3,1,1,1,2,30,6,1,3,1,5,2
103775,49,S,4,1,1,2,1,50,8,1,1,2,8,1
103776,48,U,3,2, ,1,2,25,3,4, , , ,3
103777,49,S,4,1,1,1,1,52,6,1,6,2,8,3
103778,17,R,2,1,1,2,1,43,3,1,6,2,3,1
103785,8,U,4,1,1,1,2,63,8,1,1,2,6,2
103792,17,S,2,1,2,1,2,69,4,1,5,2,3,3
103805,31,U,2,1,1,2,2,61,6,1,1,2,8,3
103813,6,U,4,1,1,9,1,47,3,3,1,1,1,1
103817,32,U,4,1,1,2,1,38,8,4,2,2,7,1
103819,6,U,4,1,1,1,2,72,3,3,3,2,3,2
103821,53,S,4,1,1,1,1,38,8,1,1,1,8,3
103831,41,R,4,1,5,1,2,50,6,1,1,1,7,4
103835,4,S,4,1,2,2,1,42,8,1,6,2,7,3
103841,41,U,4,1,1,1,2,54,8,1,2,2,7,2
103847,6,S,4,1,1,2,2,57,4,1,1,2,8,1
103852,4,U,4,1,1,1,2,58,8,1,3,2,3,3
103856,6,R,4,1,1,3,2,60,6,1,1,2,6,3
103872,6,U,4,2, ,1,1,68,6,1, , , ,2
103878,4,U,4,2, ,1,2,45,3,3, , , ,2
103879,6,U,4,2, ,1,2,53,1,3, , , ,3
103891,32,S,4,1,1,1,2,67,8,1,3,2,6,2
103895,6,U,4,1,1,1,2,51,3,3,5,2,1,1
103902,6,S,4,2, ,1,2,48,1,3, , , ,3
103907,32,S,4,1,1,2,1,45,6,1,1,1,9,1
103911,6,S,4,1,1,1,2,65,4,2,3,2,4,2
103917,32,S,4,1,1,9,2,65,3,1,1,2,4,2
103919,6,U,4,1,2,1,2,41,3,1,1,2,4,2
103921,6,S,4,1,3,2,1,35,6,1,3,2,3,1
103944,6,U,4,1,1,2,1,60,4,1,1,2,7,1
103949,32,U,4,1,2,1,2,48,8,1,3,2,5,2
103950,6,S,4,1,1,1,2,60,8,2,3,2,8,2
103955,6,U,4,1,1,1,1,68,8,1,1,2,9,2
103963,15,S,4,2, ,1,1,75,3,4, , , ,2
103967,4,U,4,2, ,2,2,34,6,1, , , ,1
103982,6,S,4,1,1,1,2,75,7,1,1,2,10,3
103984,41,U,4,1,3,1,1,65,3,1,1,2,6,3
103991,6,R,4,1,1,9,2,53,4,1,3,2,5,2
103992,6,U,4,2, ,1,2,67,1,3, , , ,3
103994,53,S,4,1,3,1,2,61,4,1,1,2,7,2
104012,39,S,2,2, ,9,2,75,3,1, , , ,3
104014,11,U,3,1,1,1,2,28,6,3,2,1,7,3
104015,51,S,3,1,3,9,1,72,8,4,1,2,5,2
104023,51,U,3,1,1,2,2,90,6,1,5,2,10,3
104024,12,S,3,1,1,1,1,77,8,1,1,2,5,2
104030,42,S,1,2, ,2,2,70,3,1, , , ,4
104035,45,S,3,1,2,2,2,99,6,1,5,2,2,1
104040,25,S,1,1,1,2,1,57,6,1,3,1,5,1
104044,54,R,3,2, ,2,1,44,2,1, , , ,1
104046,26,R,2,1,1,1,2,63,4,1,1,2,6,3
104048,37,S,3,1,1,2,1,52,6,1,1,1,6,1
104049,39,S,2,1,1,1,2,64,3,1,5,2,4,3
104050,24,S,3,1,1,1,2,66,3,1,1,2,10,2
104052,25,S,1,1,2,2,1,69,7,1,1,2,6,3
104053,18,U,2,1,2,1,2,55,4,1,1,1,1,2
104056,39,U,2,1,1,1,2,54,6,1,6,2,5,2
104058,34,S,1,1,2,2,2,57,3,1,5,2,6,3
104060,39,S,2,1,1,1,1,63,8,1,6,2,6,2
104062,12,S,3,1,1,2,1,66,3,1,5,2,3,1
104065,11,U,3,1,2,1,1,49,3,2,6,2,5,2
104066,26,S,2,1,6,3,2,99,5,3,1,1,6,3
104071,26,S,2,1,1,1,2,99,6,9,9,9,10,2
104075,25,S,1,1,1,1,2,44,6,1,1,1,7,2
104082,23,R,1,1,1,1,2,60,8,1,1,2,7,2
104087,37,R,3,1,1,2,2,77,6,1,1,2,3,1
104089,12,S,3,1,1,2,2,72,8,1,1,2,10,1
104091,37,U,3,1,3,1,2,44,2,2,9,2,10,2
104095,21,R,3,1,4,1,1,23,3,1,2,1,4,2
104096,36,S,1,1,1,2,2,80,8,1,1,2,10,1
104097,39,S,2,1,1,2,1,70,5,1,1,2,10,3
104101,36,R,1,1,2,2,2,67,3,1,1,2,10,1
104102,37,R,3,1,1,2,2,85,6,1,5,2,10,2
104104,12,S,3,1,1,2,1,75,3,3,1,2,2,1
104111,51,S,3,1,1,2,1,62,8,1,1,2,10,3
104118,37,S,3,1,1,1,2,61,6,2,1,2,9,2
104127,39,S,2,1,1,3,1,52,3,1,6,2,2,3
104129,21,R,3,2, ,1,2,43,1,1, , , ,4
104130,47,U,3,1,1,1,2,30,6,2,1,1,10,2
104132,36,U,1,1,1,2,1,51,8,1,1,1,8,4
104138,23,U,1,1,2,1,1,50,6,1,1,1,5,3
104140,37,S,3,1,1,1,1,61,8,1,1,2,9,2
104148,12,S,3,1,1,2,2,56,5,1,3,2,1,1
104155,12,R,3,1,1,1,1,69,6,1,3,2,4,4
104156,51,S,3,1,1,1,2,62,3,1,1,2,6,2
104167,18,S,2,1,1,2,2,28,6,1,6,2,6,3
104168,45,S,3,2, ,2,2,70,3,1, , , ,3
104170,47,U,3,1,1,1,2,67,8,1,1,2,7,2
104172,9,S,1,1,2,2,1,39,4,1,1,1,8,1
104179,42,R,1,2, ,9,1,50,4,1, , , ,4
104184,45,S,3,1,1,9,2,60,4,9,3,2,3,9
104186,42,U,1,1,1,2,1,47,3,3,4,2,6,1
104192,34,S,1,1,1,2,2,63,3,1,1,2,7,1
104193,42,S,1,2, ,9,1,46,3,1, , , ,3
104195,25,S,1,1,1,9,2,60,6,1,1,1,3,5
104196,34,S,1,1,2,1,1,55,8,4,1,2,8,2
104200,42,S,1,1,1,2,1,38,4,1,1,2,6,1
104207,26,S,2,1,1,2,2,32,7,1,1,1,5,3
104208,42,S,1,1,2,2,2,55,6,1,1,2,8,1
104213,34,S,1,1,2,1,2,40,6,3,1,2,8,2
104215,51,S,3,1,2,2,1,82,2,1,1,2,4,1
104220,12,U,3,2, ,1,2,80,3,1, , , ,2
104254,42,S,1,1,1,1,2,71,6,1,3,2,5,2
104267,24,S,3,1,1,1,2,67,4,2,5,2,8,2
104274,55,S,2,1,2,2,1,62,8,9,1,2,8,3
104299,26,U,2,1,1,1,2,77,8,2,5,2,4,2
104300,12,S,3,1,1,2,2,61,5,1,1,2,10,1
104302,12,S,3,1,1,9,2,76,3,1,1,2,10,9
104308,40,S,3,1,2,2,2,70,6,1,5,2,2,1
104310,27,R,2,1,1,1,1,74,7,1,1,2,2,3
104314,48,R,3,1,1,9,2,75,6,3,5,2,2,3
104323,5,U,3,1,2,2,2,74,3,1,1,2,10,3
104327,47,U,3,1,1,2,1,45,3,1,6,2,2,1
104328,27,U,2,1,1,1,2,85,4,1,5,2,3,2
104331,48,S,3,1,1,2,2,48,4,3,1,2,5,3
104332,48,S,3,1,2,2,2,75,5,1,5,2,2,3
104335,19,U,2,1,3,3,1,35,8,1,1,1,9,3
104338,40,R,3,1,1,2,1,49,4,1,1,1,8,1
104350,1,U,3,1,1,2,2,39,6,1,1,1,7,1
104359,1,S,3,2, ,1,2,35,2,2, , , ,3
104383,17,S,2,1,1,1,1,20,3,2,6,1,2,3
104384,17,U,2,1,1,9,1,62,8,1,1,2,10,3
104385,38,U,2,1,2,1,2,54,3,1,3,2,5,2
104392,48,U,3,2, ,1,2,99,4,1, , , ,2
104393,48,S,3,1,1,1,2,73,5,1,5,2,7,2
104394,40,R,3,2, ,1,2,75,5,1, , , ,2
104401,28,S,3,1,1,9,2,99,9,9,9,9,10,9
104405,17,S,2,1,1,1,1,53,6,1,1,2,8,2
104416,40,S,3,1,1,2,2,61,3,1,3,2,2,2
104423,51,S,3,1,1,1,1,42,6,1,1,1,8,2
104432,28,S,3,1,1,1,1,71,8,2,1,2,8,2
104434,17,U,2,1,3,1,2,79,3,1,5,2,3,2
104443,28,R,3,1,1,1,2,79,3,2,5,2,10,2
104444,17,S,2,2, ,1,1,18,3,2, , , ,3
104445,20,S,2,1,3,1,2,83,3,1,5,2,10,2
104449,34,S,1,1,2,9,2,99,9,9,9,9,10,9
104450,17,S,2,1,1,2,2,71,5,1,1,2,6,3
104452,18,U,2,1,1,2,1,99,8,9,1,2,7,1
104455,17,S,2,2, ,1,1,23,2,2, , , ,2
104456,27,U,2,1,1,2,2,54,6,1,1,2,9,3
104459,36,U,1,1,1,1,2,50,8,3,1,2,5,2
104464,47,U,3,1,1,1,2,32,6,2,2,1,3,2
104465,48,S,3,1,1,2,2,63,8,1,5,2,5,3
104468,9,S,1,1,1,2,2,71,6,4,1,2,9,1
104472,27,S,2,1,2,1,2,54,4,2,3,2,6,3
104474,36,S,1,1,1,2,2,99,8,1,1,2,7,1
104475,36,S,1,1,1,1,1,42,8,4,1,2,7,2
104480,16,U,4,1,1,2,1,77,6,3,1,2,2,1
104491,55,S,2,1,2,1,2,43,4,1,3,1,6,3
104494,22,R,3,1,1,1,1,23,6,2,1,1,9,2
104498,34,S,1,1,5,1,2,18,2,1,6,2,2,3
104499,22,S,3,1,1,2,1,82,3,1,1,2,10,1
104500,18,U,2,1,1,2,1,55,6,1,1,2,6,1
104502,20,U,2,1,1,9,2,80,3,1,5,2,1,3
104503,37,U,3,1,3,2,1,52,5,1,1,2,7,1
104505,49,S,4,1,1,2,1,77,4,1,1,2,1,1
104507,51,S,3,1,1,1,2,67,6,1,1,2,8,2
104527,18,S,2,1,3,1,1,66,3,1,5,2,4,3
104531,42,R,1,1,2,2,1,71,3,1,1,2,3,2
