psraid,state,community,region,registered,oftvote,vote,sex,age,educ,racethn,marital,parent,income,party
201849,25,S,4,2, ,1,1,25,9,4, , , ,3
201854,6,S,4,1,1,1,2,32,8,4,1,2,8,2
201875,6,S,4,1,1,2,2,99,3,1,1,2,8,1
201877,6,S,4,2, ,2,2,26,4,1, , , ,1
201888,6,U,4,1,2,2,1,66,8,1,3,2,3,1
201936,6,U,4,1,1,1,2,58,6,1,1,2,9,2
201951,32,U,4,1,1,2,1,70,6,1,1,2,5,1
201988,6,S,4,1,1,1,2,46,6,2,1,2,7,2
202002,6,S,4,1,1,2,1,32,4,3,1,2,2,3
202022,53,S,4,1,2,1,2,29,6,2,6,2,4,9
202033,41,U,4,1,1,2,1,77,4,1,5,2,10,1
202050,6,S,4,1,1,2,2,35,5,1,1,1,10,1
202051,41,R,4,1,1,9,2,99,4,9,1,2,10,3
202057,6,U,4,2, ,1,2,34,8,1, , , ,2
202067,25,U,4,2, ,1,2,24,6,4, , , ,3
202072,2,R,4,1,1,1,1,26,6,1,2,2,7,3
202074,2,S,4,1,1,2,2,73,4,1,9,2,2,1
202094,2,,4,1,1,2,1,61,6,1,1,2,5,1
202099,2,,4,1,3,1,1,62,6,4,2,2,5,3
202103,41,R,4,1,1,2,2,33,6,1,6,2,6,3
202105,2,U,4,1,1,1,1,50,8,2,3,2,8,2
202107,2,R,4,2, ,2,1,21,4,1, , , ,1
202111,2,R,4,2, ,2,1,64,4,1, , , ,3
202112,51,U,4,1,2,2,1,55,3,1,6,2,1,1
202118,41,R,4,1,5,1,2,22,3,3,1,1,4,3
202138,41,S,4,1,4,1,1,22,4,1,6,2,8,2
202184,6,S,4,1,2,1,1,38,5,1,1,1,7,1
202187,41,R,4,1,1,1,1,26,3,1,6,2,2,3
202191,6,U,4,2, ,1,1,19,3,3, , , ,9
202203,6,S,4,2, ,1,1,76,3,1, , , ,3
202219,6,S,4,2, ,1,1,35,1,3, , , ,3
202247,6,S,4,1,1,1,2,26,4,1,2,2,4,2
202253,53,U,4,1,2,1,1,59,6,1,6,2,6,3
202270,6,U,4,1,2,2,1,60,4,1,3,2,7,1
202296,6,U,4,1,1,9,2,60,6,1,6,2,7,3
202312,41,R,4,1,2,2,1,43,3,1,1,1,6,1
202327,6,U,4,2, ,1,1,62,3,3, , , ,3
202340,6,U,4,1,2,2,2,46,8,1,6,2,7,1
202345,6,S,4,1,2,1,1,60,5,1,1,2,8,1
202347,32,S,4,1,1,2,2,52,4,3,1,2,6,1
202348,53,U,4,1,1,2,1,55,5,1,1,2,8,1
202373,41,U,4,1,1,2,2,83,4,1,5,2,4,1
202381,36,U,1,2, ,9,1,23,3,2, , , ,9
202383,48,S,3,2, ,1,2,25,2,3, , , ,1
202395,37,U,3,1,4,2,1,62,3,1,1,2,2,1
202412,1,U,3,2, ,1,2,33,4,2, , , ,2
202421,12,U,3,1,4,1,1,54,3,1,6,2,1,2
202431,48,U,3,1,4,1,2,59,5,2,5,1,3,2
202433,18,S,2,1,1,1,1,76,3,2,1,1,10,2
202438,22,S,3,2, ,9,2,25,8,4, , , ,3
202444,48,R,3,1,1,2,2,25,6,1,1,2,6,1
202447,42,R,1,1,2,1,2,53,8,4,2,2,4,2
202454,47,R,3,1,1,1,1,24,5,1,3,1,3,3
202461,12,S,3,1,1,1,1,68,3,1,1,2,6,2
202480,12,U,3,1,1,3,2,26,4,1,6,1,6,9
202484,44,S,1,1,1,1,1,56,6,1,3,1,9,3
202487,21,U,3,2, ,1,1,22,1,3, , , ,2
202488,39,S,2,1,3,1,2,99,4,1,9,9,10,3
202493,26,S,2,1,1,2,2,67,6,1,1,2,7,1
202501,26,S,2,1,1,2,1,25,5,1,6,2,4,1
202519,42,U,1,2, ,1,2,18,2,1, , , ,2
202528,39,S,2,1,2,2,1,31,3,1,6,2,5,1
202532,13,R,3,1,2,2,1,34,3,1,1,2,1,3
202562,9,S,1,1,1,2,1,76,6,1,3,2,6,3
202582,34,S,1,1,1,1,1,20,4,2,6,2,3,2
202585,28,U,3,1,2,1,2,25,3,2,6,1,1,3
202588,19,S,2,1,1,2,1,49,8,1,1,1,9,1
202603,18,R,2,2, ,9,1,32,3,1, , , ,3
202609,1,U,3,1,2,2,2,31,7,1,6,2,1,1
202620,34,S,1,1,1,1,2,28,6,4,6,2,7,2
202631,26,R,2,1,2,1,2,78,3,1,1,2,3,3
202645,55,S,2,1,2,1,2,34,5,1,1,1,3,2
202663,55,R,2,1,2,1,1,53,2,1,1,2,1,4
202665,26,S,2,1,6,1,1,18,3,2,6,2,6,2
202670,36,S,1,2, ,1,1,19,3,1, , , ,3
202703,48,S,3,2, ,1,2,24,3,3, , , ,3
202704,37,U,3,1,1,1,2,21,6,1,6,2,8,3
202705,36,R,1,2, ,1,2,21,2,1, , , ,3
202710,1,U,3,1,1,2,1,54,8,1,1,2,8,1
202721,36,S,1,1,2,1,2,20,5,4,6,2,9,2
202726,24,S,3,2, ,1,2,39,8,2, , , ,2
202741,27,R,2,1,2,3,2,41,5,1,1,1,3,4
202758,17,U,2,1,1,2,1,60,8,1,1,2,7,1
202762,20,R,2,1,1,2,2,31,4,1,1,1,10,1
202789,11,U,3,1,1,2,1,79,8,1,5,2,7,1
202792,18,U,2,1,1,2,2,72,3,1,1,2,4,1
202794,48,U,3,2, ,1,1,62,4,2, , , ,9
202798,48,U,3,1,3,1,2,26,3,3,2,2,4,3
202801,42,R,1,1,2,1,1,25,4,1,6,2,4,3
202823,36,S,1,1,2,2,1,62,3,1,1,2,8,3
202853,6,U,3,1,1,1,1,29,8,1,6,2,3,3
202872,26,S,2,1,2,1,1,32,8,1,3,1,2,2
202874,12,S,3,1,4,2,2,48,6,3,3,1,10,1
202950,18,S,2,2, ,1,2,20,3,1, , , ,3
202960,47,S,3,1,1,2,1,69,6,1,1,2,10,1
202966,13,S,3,1,1,3,1,22,5,1,1,2,4,3
202972,12,U,3,2, ,1,2,76,4,1, , , ,3
202981,17,U,2,1,2,1,2,65,6,1,1,2,5,3
202982,26,S,2,2, ,9,2,39,8,1, , , ,3
202983,37,U,3,1,1,1,2,34,4,2,1,2,6,2
202986,13,S,3,1,1,2,2,70,6,1,1,2,4,1
202994,37,R,3,1,1,2,2,31,5,1,1,1,7,1
203007,4,U,3,2, ,1,2,30,5,2, , , ,3
203016,48,S,3,2, ,2,1,19,1,3, , , ,3
203023,5,U,3,1,3,1,2,18,3,4,6,2,3,3
203030,51,S,3,1,2,3,2,24,6,1,6,2,1,3
203042,28,S,3,1,1,2,2,26,5,1,6,2,1,1
203048,48,U,3,1,4,1,2,53,4,2,4,1,1,3
203052,20,U,2,2, ,1,1,38,2,3, , , ,3
203054,42,S,1,1,1,1,2,65,6,1,1,2,9,2
203068,34,U,1,1,1,2,2,27,3,1,1,2,1,1
203073,36,S,1,1,2,2,1,69,6,1,1,2,5,3
203077,51,S,3,1,1,2,2,25,4,1,6,1,2,3
203144,42,U,1,1,1,1,2,60,6,1,1,2,7,2
203176,47,U,3,1,2,1,1,63,5,2,1,2,6,2
203178,34,S,1,1,1,1,2,58,3,2,6,2,4,2
203190,22,S,3,2, ,1,1,34,1,3, , , ,3
203207,40,S,3,1,5,1,2,20,4,1,6,2,8,9
203210,9,S,1,1,2,9,2,99,3,2,4,2,10,9
203217,55,R,2,1,2,1,2,26,6,1,6,2,2,2
203223,39,U,2,1,1,1,2,29,3,3,6,2,3,2
203278,48,R,3,1,2,2,1,58,5,1,1,2,7,1
203287,39,S,2,1,2,1,1,28,6,1,1,1,4,2
203292,22,U,3,1,2,2,1,67,8,1,1,2,9,1
203299,29,U,2,1,5,1,1,29,4,1,6,2,2,2
203301,17,U,2,2, ,1,1,22,3,1, , , ,2
203307,37,U,3,1,1,2,2,69,5,1,1,2,10,2
203312,37,U,3,1,1,2,1,63,3,1,1,2,8,1
203337,42,U,1,1,1,2,1,46,4,1,3,2,1,2
203370,11,U,3,2, ,1,1,35,6,1, , , ,2
203393,26,S,2,1,2,2,1,45,8,4,1,1,9,1
203409,47,S,3,1,1,2,2,54,8,1,1,1,6,3
203418,9,S,1,1,1,1,1,64,8,4,1,1,7,2
203439,1,U,1,2, ,1,2,47,3,2, , , ,1
203447,18,S,2,1,1,2,1,54,8,1,1,2,2,3
203454,48,U,3,1,1,1,1,57,8,2,1,2,8,2
203462,22,S,3,1,2,1,1,59,4,1,1,2,2,3
203464,27,R,2,1,1,2,1,68,8,1,1,2,4,3
203484,17,S,2,2, ,2,1,52,3,1, , , ,3
203499,26,R,2,1,1,2,1,26,3,1,6,2,3,1
203510,51,S,3,1,1,1,2,39,6,2,1,1,7,2
203519,36,U,1,1,1,1,2,61,3,2,5,2,5,2
203531,39,S,2,1,1,2,2,65,3,1,1,2,10,1
203532,48,U,3,1,2,2,1,56,8,1,3,2,5,1
203543,34,S,1,1,1,1,1,27,3,3,1,1,1,2
203547,12,S,1,1,1,2,1,70,4,1,1,2,3,3
203565,18,U,2,2, ,1,1,24,4,2, , , ,2
203592,1,R,3,2, ,1,1,39,3,2, , , ,2
203616,24,S,3,2, ,2,2,52,6,1, , , ,2
203641,9,U,1,1,1,1,2,75,8,1,5,2,7,3
203642,55,U,2,1,2,9,1,69,4,1,6,2,4,3
203696,12,S,3,1,2,1,2,40,6,2,1,1,6,2
203700,25,U,1,1,1,1,2,62,8,1,1,2,9,3
203707,24,S,3,2, ,1,1,28,3,3, , , ,3
203713,42,U,1,2, ,1,1,20,5,2, , , ,3
203718,13,S,3,1,2,2,2,37,3,1,3,1,3,3
203732,51,S,3,1,1,2,1,67,4,1,1,2,8,3
203734,51,S,3,1,2,3,1,44,8,1,1,1,9,5
203737,26,U,2,1,4,1,2,21,5,1,6,2,3,2
203743,13,S,3,2, ,1,1,35,1,3, , , ,9
203755,13,S,3,1,3,1,2,24,3,2,6,2,1,2
203757,12,U,3,1,1,2,2,47,3,1,1,1,6,1
203760,26,S,2,1,2,1,2,40,8,2,4,1,6,2
203764,26,S,2,1,4,2,2,21,5,1,6,2,3,3
203772,51,S,3,1,2,2,1,55,8,1,1,1,8,1
203782,12,S,3,1,5,1,2,19,4,4,6,2,7,2
203796,54,S,3,1,1,1,2,31,6,1,2,1,7,2
203798,33,S,1,1,1,1,2,62,4,1,3,2,8,2
203804,11,U,3,1,6,1,2,27,4,4,6,1,2,2
203812,18,U,2,1,1,2,1,58,6,1,1,2,6,1
203832,25,U,1,1,2,1,1,62,8,1,1,2,9,2
203837,25,S,1,1,2,2,1,52,3,1,1,2,7,3
203851,42,U,1,1,1,1,2,52,7,1,3,2,8,2
203863,51,S,3,2, ,9,2,43,1,3, , , ,3
203869,51,U,3,2, ,1,2,63,1,3, , , ,2
203886,42,U,1,1,2,2,2,28,6,1,6,2,5,3
203904,34,S,1,1,1,1,1,57,6,2,1,2,3,3
203906,10,R,3,1,1,2,2,70,5,1,5,2,3,1
203921,12,U,3,1,1,2,2,59,8,9,1,2,6,1
203941,37,S,3,2, ,9,1,48,6,3, , , ,2
203963,26,S,2,1,2,1,1,54,8,1,6,2,4,1
203980,39,S,3,1,2,2,1,50,4,1,1,2,9,3
203984,12,U,3,1,1,1,1,72,2,3,3,2,3,2
203989,9,R,1,1,1,1,1,19,3,1,6,2,10,2
203990,45,R,3,1,2,2,1,76,3,1,1,2,3,3
203994,39,S,2,1,2,1,1,47,6,1,1,2,8,2
204004,26,R,2,1,1,1,2,47,4,1,1,1,6,2
204011,39,S,2,1,1,1,2,59,8,1,3,2,7,3
204012,37,U,3,2, ,2,2,28,6,1, , , ,1
204019,51,S,3,1,1,2,1,52,5,3,1,2,9,1
204025,42,U,1,1,1,1,1,58,1,2,6,2,1,2
204033,21,U,3,1,1,2,1,50,3,1,1,1,6,1
204034,54,R,3,1,4,2,2,23,3,1,1,1,2,1
204036,42,S,1,2, ,1,1,60,3,2, , , ,2
204049,51,S,3,1,3,9,1,37,1,2,1,1,1,2
204063,23,S,1,1,1,9,1,63,3,1,1,2,10,9
204070,13,U,3,1,3,2,2,18,3,1,6,2,7,3
204086,39,S,2,1,1,2,1,78,4,1,5,2,3,1
204102,24,S,3,1,4,3,2,63,3,1,1,2,2,3
204107,39,R,2,2, ,2,1,55,3,1, , , ,3
204115,12,U,3,2, ,2,2,18,4,1, , , ,3
204119,36,U,1,1,2,2,1,33,3,3,6,1,4,1
204140,51,S,3,2, ,1,1,24,6,3, , , ,9
204145,36,S,1,1,6,2,2,19,3,3,6,2,3,3
204154,37,U,3,2, ,2,2,21,5,1, , , ,3
204164,34,S,1,2, ,2,2,41,8,1, , , ,1
204166,36,U,1,1,1,1,1,50,5,3,6,2,1,2
204170,12,U,3,1,2,2,2,78,4,3,1,2,4,1
204184,21,U,3,2, ,2,1,45,8,4, , , ,3
204192,39,S,2,2, ,1,2,23,3,1, , , ,3
204195,18,R,2,1,1,1,1,65,8,1,3,2,7,3
204197,11,U,3,1,1,1,2,33,6,2,1,1,6,3
204202,12,U,3,1,1,1,2,64,6,3,1,2,2,2
204210,45,R,3,1,1,1,1,62,5,1,1,2,8,3
204211,36,S,1,2, ,1,1,54,3,1, , , ,4
204224,24,S,3,2, ,1,2,33,4,4, , , ,2
204260,26,U,2,1,2,1,2,22,4,2,6,1,2,3
204262,26,U,2,1,1,2,1,33,5,1,6,2,6,1
204281,51,U,3,1,3,3,2,21,4,1,6,2,10,3
204292,26,S,2,1,1,3,1,23,5,1,6,2,5,3
204321,34,S,1,2, ,1,1,19,1,3, , , ,3
204345,25,S,1,2, ,1,1,19,4,1, , , ,3
204357,42,U,1,1,2,2,1,24,6,4,6,2,4,1
204358,13,S,3,1,1,2,2,49,8,1,2,1,5,1
204359,4,U,3,2, ,9,1,25,6,1, , , ,3
204395,18,S,2,2, ,1,1,25,3,3, , , ,2
204412,39,S,2,1,1,2,1,29,4,1,1,1,6,1
204420,54,R,3,2, ,2,2,59,2,3, , , ,2
204430,33,U,1,2, ,1,1,59,4,1, , , ,2
204437,13,S,3,1,1,2,1,76,3,1,1,2,5,1
204439,34,S,1,1,1,1,1,36,6,1,3,1,8,3
204442,39,S,3,2, ,1,1,40,3,1, , , ,3
204464,13,S,3,2, ,2,2,65,3,3, , , ,1
204470,36,S,1,1,1,2,1,70,8,1,1,2,9,1
204473,36,U,1,2, ,9,1,62,7,1, , , ,4
204474,36,U,1,1,3,1,1,27,3,2,6,2,3,2
204475,21,S,3,2, ,9,1,45,6,1, , , ,3
204490,13,R,3,1,1,2,1,30,6,1,1,1,6,5
204492,42,S,1,1,1,2,2,52,8,1,1,1,8,1
204496,12,S,3,1,1,2,2,68,6,1,1,2,7,3
204502,12,U,3,1,4,1,1,21,4,3,6,2,4,3
204536,9,U,3,2, ,2,2,61,8,4, , , ,3
204549,47,U,3,1,2,2,1,61,6,1,1,2,8,1
204550,12,S,3,2, ,1,2,57,3,4, , , ,2
204565,13,R,3,1,1,2,2,27,3,1,2,1,1,1
204585,39,S,2,1,1,2,1,64,4,1,6,2,4,1
204589,36,U,1,2, ,1,1,35,8,3, , , ,3
204591,24,R,3,1,2,1,2,71,3,2,5,2,4,2
204595,18,R,2,2, ,2,1,23,9,1, , , ,1
204602,26,S,2,1,2,1,2,34,3,1,2,1,3,2
204634,12,U,3,2, ,2,1,42,8,1, , , ,1
204651,18,U,2,1,1,2,2,54,3,1,1,2,7,1
204657,21,U,3,1,1,2,1,65,8,4,1,2,8,3
204666,12,U,3,1,2,2,1,43,8,1,1,1,9,1
204679,9,U,1,1,1,9,1,53,3,3,1,1,3,9
204680,39,R,2,1,1,9,2,72,3,1,1,2,5,9
204686,51,S,1,1,2,9,2,64,3,9,1,2,6,3
204690,13,R,3,2, ,1,2,84,2,1, , , ,2
204699,37,R,3,1,1,1,2,30,3,2,6,1,10,2
204706,42,U,1,2, ,1,2,29,6,1, , , ,2
204720,24,U,3,2, ,9,2,40,3,1, , , ,3
204722,39,R,2,1,1,2,2,75,4,1,3,2,3,1
204725,42,U,1,2, ,2,1,42,3,1, , , ,4
204737,26,S,2,1,1,2,2,32,8,1,1,1,6,1
204738,37,U,3,1,1,3,1,48,5,2,1,1,7,3
204743,37,R,3,1,1,1,1,57,4,2,1,1,3,2
204765,37,S,3,1,3,9,1,40,3,1,3,1,5,1
204766,36,U,1,1,2,1,2,66,1,3,5,2,1,2
204782,12,U,3,1,1,2,1,56,5,1,3,2,4,2
204808,26,U,2,1,1,1,1,37,5,1,3,2,3,2
204834,12,U,2,1,3,2,1,29,6,1,2,2,8,1
204845,25,S,1,1,2,2,1,65,4,1,1,2,4,3
204865,25,S,1,1,6,1,2,21,6,3,6,2,2,3
204871,13,S,3,1,1,1,2,48,6,2,1,1,8,2
204906,34,S,1,1,9,1,1,51,3,2,1,2,4,2
204911,24,S,3,2, ,1,1,44,2,1, , , ,3
204931,39,U,2,1,1,1,2,63,3,1,3,2,2,2
204942,10,S,3,2, ,1,2,46,2,1, , , ,3
204951,36,U,1,1,1,1,1,64,3,1,1,2,5,2
204953,51,S,1,1,4,1,1,33,6,1,1,1,9,3
204954,34,S,1,2, ,1,1,30,2,2, , , ,3
204956,45,U,3,1,2,2,1,36,6,1,1,1,6,1
204959,26,U,2,1,2,1,2,60,6,1,1,2,9,2
204975,42,U,1,1,1,2,1,42,3,1,1,2,7,1
204990,51,U,3,2, ,1,2,24,3,1, , , ,3
205003,34,S,1,2, ,1,2,32,3,3, , , ,3
205041,50,R,1,1,2,2,1,63,3,1,1,2,3,1
205047,42,S,1,1,1,2,2,62,4,1,1,2,10,1
205071,12,S,3,2, ,1,1,51,5,1, , , ,2
205076,6,U,3,1,2,2,2,28,8,1,6,2,6,1
205081,42,R,1,1,1,1,1,32,8,1,1,2,8,1
205085,10,R,3,1,2,2,2,46,6,1,5,1,10,3
205087,34,S,1,2, ,1,2,24,5,4, , , ,4
205104,12,U,3,1,2,2,2,99,3,1,5,2,10,1
205107,24,S,1,1,1,2,2,53,8,1,1,1,8,1
205134,47,U,3,2, ,1,1,45,2,1, , , ,3
205143,44,S,1,1,1,1,2,32,6,1,1,2,7,3
205145,39,S,2,1,1,1,2,28,3,1,6,1,4,2
205148,12,S,3,1,1,2,2,38,3,3,1,1,6,3
205149,23,S,1,1,6,1,1,27,4,1,2,2,3,3
205163,37,R,3,1,1,1,1,65,2,2,4,1,1,2
205166,36,S,1,2, ,1,2,23,3,1, , , ,2
205176,21,R,3,1,1,2,1,30,3,1,1,1,5,1
205215,42,S,1,1,1,2,2,49,3,3,1,2,6,1
205226,12,U,1,1,1,1,2,61,8,1,2,2,7,3
205234,42,S,1,1,1,1,1,78,6,1,1,2,10,2
205253,47,S,3,1,2,2,1,57,3,1,1,2,6,1
205274,48,S,3,2, ,2,2,35,8,1, , , ,3
205288,51,U,3,1,1,1,1,23,4,1,6,2,10,3
205301,12,S,3,1,1,2,1,64,8,3,1,2,8,1
205317,12,U,3,2, ,2,1,20,3,1, , , ,9
205331,21,R,3,1,1,2,1,52,3,1,3,2,6,1
205366,6,U,4,2, ,1,1,58,1,3, , , ,9
205370,37,U,3,1,1,2,2,43,3,1,5,1,2,1
205372,13,U,3,2, ,1,1,74,3,1, , , ,2
205376,12,U,3,1,1,2,1,69,8,1,1,2,10,1
205399,21,R,3,1,3,2,2,24,4,1,1,1,3,1
205405,34,S,1,2, ,1,1,32,8,4, , , ,1
205435,39,S,2,1,1,2,1,38,4,1,1,1,8,3
205438,24,S,3,1,2,3,1,30,6,1,1,2,9,1
205448,36,U,1,2, ,1,2,47,3,4, , , ,3
205451,34,S,1,1,2,1,1,24,3,3,6,2,4,2
205456,39,U,2,1,1,9,1,65,5,1,1,1,6,5
205457,18,U,2,2, ,1,2,32,8,1, , , ,3
205460,39,U,2,2, ,2,1,71,3,1, , , ,1
205466,26,U,2,1,1,1,2,54,6,1,1,2,2,2
205470,26,S,2,1,1,1,1,53,4,1,1,2,6,3
205471,34,S,1,2, ,1,1,33,8,4, , , ,2
205472,12,U,3,1,2,2,2,30,4,1,6,1,6,3
205482,47,U,3,2, ,9,1,27,3,1, , , ,4
205489,13,S,3,1,2,1,2,36,4,2,6,2,5,2
205491,12,S,2,2, ,1,1,26,5,1, , , ,3
205497,45,U,3,1,3,1,2,63,8,1,2,2,1,2
205502,37,U,3,1,1,9,1,27,4,9,6,2,3,9
205504,45,S,3,1,6,2,2,18,2,2,6,2,9,3
205543,45,S,3,2, ,1,1,18,2,1, , , ,2
205544,42,R,1,1,1,1,1,24,6,1,6,2,8,3
205557,36,S,1,1,1,2,1,50,3,3,1,1,9,1
205576,24,U,1,1,5,1,2,28,6,2,6,2,2,2
205579,12,U,3,1,1,2,1,75,5,1,5,2,4,1
205613,6,S,4,1,4,1,1,63,1,3,1,1,2,2
205627,13,S,3,1,1,2,1,66,4,1,3,2,3,1
205633,26,S,2,1,1,1,2,45,3,2,1,2,6,2
205642,13,S,3,1,1,2,2,30,6,1,1,2,7,1
205647,34,S,3,2, ,1,2,39,8,4, , , ,2
205657,47,R,3,1,1,2,1,60,3,1,1,1,9,1
205674,36,U,1,1,3,1,1,27,3,2,6,2,4,3
205680,48,S,2,2, ,1,2,71,3,1, , , ,2
205685,9,S,1,2, ,2,1,37,6,1, , , ,1
205687,13,R,3,1,1,2,1,50,2,1,3,1,6,3
205692,24,S,1,1,5,1,1,41,8,2,1,1,9,3
205697,12,U,3,1,1,1,1,36,5,1,1,1,8,3
205711,39,R,2,1,2,3,1,73,4,1,1,2,3,3
205734,36,U,1,2, ,1,2,31,8,4, , , ,2
205742,12,S,3,1,1,2,1,55,6,1,1,2,8,3
205761,9,S,1,1,1,1,2,21,4,1,6,2,10,2
205769,42,R,1,1,1,1,2,61,4,1,1,2,4,1
205777,37,U,3,1,2,2,1,52,6,1,1,2,9,3
205790,39,S,2,2, ,1,1,45,3,1, , , ,3
205800,26,S,2,1,1,1,2,52,3,2,3,2,4,2
205805,9,U,1,2, ,1,1,24,3,3, , , ,2
205823,9,U,1,1,1,1,1,54,3,2,1,2,6,1
205836,36,R,1,1,1,1,2,54,6,1,1,2,7,2
205840,12,U,3,1,1,2,2,71,3,3,1,2,1,1
205845,36,U,1,1,2,2,2,40,5,1,1,1,8,3
205852,51,S,3,1,1,2,2,58,5,1,1,1,6,1
205853,18,U,2,1,1,2,1,36,6,1,1,1,7,1
205857,37,U,3,1,1,1,2,19,4,4,6,2,5,2
205864,37,R,3,1,2,1,1,30,4,2,2,2,5,2
205873,36,S,1,1,1,9,2,61,5,1,3,2,10,3
205876,50,R,1,2, ,1,1,34,4,2, , , ,2
205880,51,S,3,1,1,2,2,28,4,1,1,1,1,1
205882,12,U,3,2, ,1,1,47,3,2, , , ,3
205883,12,U,3,1,4,1,1,24,6,1,6,2,7,2
205886,26,S,2,1,2,2,1,55,3,1,1,2,7,1
205890,36,S,1,1,2,2,1,51,6,1,1,2,8,1
205892,36,S,1,1,1,1,2,66,8,1,6,2,5,2
205912,42,U,1,2, ,1,1,72,9,2, , , ,3
205913,51,U,3,1,1,1,2,66,8,1,3,2,8,3
205917,25,S,1,1,1,1,2,50,6,1,1,1,9,2
205920,42,U,1,1,1,1,2,99,8,1,3,2,3,2
205952,34,S,1,2, ,1,1,23,3,2, , , ,2
205967,49,S,4,2, ,2,1,25,4,1, , , ,3
205968,12,U,3,1,2,1,1,45,4,3,2,1,8,2
205993,40,R,3,2, ,1,1,34,4,4, , , ,3
206020,22,S,3,1,2,9,2,54,8,1,1,2,8,4
206035,19,R,2,1,1,2,1,47,8,1,1,2,5,3
206040,48,S,3,1,1,2,2,76,5,1,5,2,3,1
206049,19,U,2,1,1,1,1,59,6,1,6,2,8,2
206052,29,U,2,1,2,2,2,65,6,1,1,2,6,1
206057,17,S,2,1,2,1,2,63,8,1,3,2,6,2
206066,48,S,3,1,4,1,2,19,3,1,6,2,6,2
206073,22,S,3,1,1,1,2,40,6,1,1,1,7,2
206084,27,S,2,1,1,2,2,18,3,1,6,2,6,1
206093,20,R,2,1,1,2,2,65,8,1,1,2,5,1
206109,5,R,3,1,3,2,1,31,6,1,2,2,5,1
206160,28,U,3,1,2,2,2,63,8,1,1,2,8,1
206163,40,R,3,1,1,1,1,58,6,4,1,1,8,3
206203,17,S,2,1,1,2,2,50,3,4,1,2,6,1
206204,17,S,3,1,2,2,1,38,4,1,1,1,9,1
206215,17,U,2,2, ,1,1,33,4,2, , , ,2
206219,48,S,3,1,2,1,1,67,3,2,3,2,4,2
206228,29,U,2,1,1,2,1,44,8,1,1,1,8,1
206235,48,S,3,2, ,2,1,37,2,3, , , ,1
206260,55,R,2,2, ,1,2,19,4,1, , , ,3
206272,17,U,2,1,1,1,2,61,4,1,5,2,6,2
206275,17,U,2,1,1,1,1,25,5,1,6,2,7,3
206277,22,S,3,1,1,2,1,62,4,1,1,2,7,1
206278,17,R,2,1,1,9,2,83,3,1,5,2,4,3
206290,17,S,2,1,1,2,2,19,4,1,6,2,8,1
206313,17,S,2,1,4,3,1,40,8,2,1,1,7,3
206316,48,S,3,2, ,1,2,34,1,3, , , ,3
206335,48,S,3,2, ,2,2,20,2,3, , , ,3
206338,48,S,3,2, ,2,1,39,4,3, , , ,1
206364,51,U,2,2, ,2,1,20,3,1, , , ,3
206366,17,U,2,2, ,1,2,38,3,1, , , ,3
206373,20,R,2,1,4,3,2,26,4,4,1,1,2,5
206380,17,S,2,1,5,1,2,21,3,1,1,1,2,2
206388,12,U,1,1,1,1,1,35,5,3,1,1,6,9
206407,9,S,1,2, ,1,1,32,8,4, , , ,2
206430,17,R,2,1,1,1,2,45,6,1,1,1,7,2
206437,40,U,3,2, ,9,2,58,3,3, , , ,4
206451,13,S,3,1,1,2,1,38,4,4,1,1,6,1
206470,48,U,3,1,5,1,1,24,3,3,2,1,4,3
206471,24,U,3,1,1,1,2,46,3,2,6,1,2,2
206472,26,S,2,1,1,2,2,50,6,1,3,2,5,1
206516,1,U,3,1,1,2,2,67,3,1,1,2,10,1
206532,48,S,3,2, ,1,2,51,6,2, , , ,2
206535,48,S,3,1,1,2,2,70,3,1,1,2,10,1
206538,27,S,2,1,4,9,1,49,3,1,3,1,6,3
206548,29,S,2,2, ,9,1,25,4,1, , , ,3
206551,17,S,2,1,1,2,1,70,8,1,1,2,7,1
206553,48,U,3,1,2,2,1,60,7,1,1,1,9,1
206555,48,S,3,1,2,2,1,31,5,3,1,1,7,1
206558,48,S,2,2, ,1,1,28,5,1, , , ,3
206573,17,U,2,1,1,1,2,45,4,1,1,1,6,2
206590,17,U,2,2, ,1,2,19,4,3, , , ,2
206613,20,R,2,1,1,1,2,33,6,1,2,1,8,3
206615,55,S,2,1,2,1,2,24,6,2,6,1,2,9
206623,17,U,2,1,1,1,2,49,4,2,6,2,10,2
206627,48,S,3,1,5,2,1,29,4,1,2,2,10,1
206634,28,S,3,1,2,2,1,55,2,1,1,2,3,1
206637,48,S,3,1,1,2,2,81,4,1,5,2,5,1
206657,27,R,2,1,4,1,1,39,3,3,1,1,4,3
206660,40,R,3,2, ,1,2,28,1,3, , , ,3
206669,55,S,2,1,2,2,2,25,4,1,6,2,1,4
206686,28,U,3,1,1,1,1,99,3,9,3,2,10,2
206696,8,S,3,1,2,2,1,52,8,1,1,2,7,3
206703,48,S,3,1,2,1,2,56,6,1,1,2,4,3
206704,29,S,2,1,1,1,2,34,3,2,6,1,2,2
206709,20,R,2,1,1,3,2,43,6,1,1,2,7,5
206736,39,S,2,1,1,1,2,39,6,1,1,1,8,2
206748,1,U,3,1,2,2,2,53,6,1,1,1,9,1
206758,12,U,3,1,1,2,1,39,3,1,1,1,7,1
206818,28,R,3,1,2,1,1,48,3,2,6,2,3,3
206824,19,U,2,2, ,2,1,63,6,1, , , ,3
206829,20,R,2,1,1,2,1,80,3,1,1,2,7,1
206830,17,R,2,1,3,9,1,75,8,1,3,2,10,1
